Date,Open_SP500,High_SP500,Low_SP500,Close_SP500,Volume_SP500,Open_Yield,High_Yield,Low_Yield,Close_Yield,Volume_Yield,Open_DXY,High_DXY,Low_DXY,Close_DXY,Volume_DXY,Open_Oil,High_Oil,Low_Oil,Close_Oil,Volume_Oil,Open_Copper,High_Copper,Low_Copper,Close_Copper,Volume_Copper,Open_Gold,High_Gold,Low_Gold,Close_Gold,Volume_Gold,Open_VIX,High_VIX,Low_VIX,Close_VIX,Volume_VIX,Open_RSP,High_RSP,Low_RSP,Close_RSP,Volume_RSP,Open_NYMO,High_NYMO,Low_NYMO,Close_NYMO,Volume_NYMO,Open_NYAD,High_NYAD,Low_NYAD,Close_NYAD,Volume_NYAD,5d_pct_SP500,5d_pct_Yield,5d_pct_DXY,5d_pct_Oil,5d_pct_Copper,5d_pct_Gold,5d_pct_VIX,5d_pct_RSP,5d_pct_NYMO,5d_pct_NYAD,10d_ROC_SP500,10d_ROC_Yield,10d_ROC_DXY,10d_ROC_Oil,10d_ROC_Copper,10d_ROC_Gold,10d_ROC_VIX,10d_ROC_RSP,10d_ROC_NYMO,10d_ROC_NYAD,RSI_14_SP500,RSI_14_Yield,RSI_14_DXY,RSI_14_Oil,RSI_14_Copper,RSI_14_Gold,RSI_14_VIX,RSI_14_RSP,RSI_14_NYMO,RSI_14_NYAD,20d_slope_SP500,20d_slope_Yield,20d_slope_DXY,20d_slope_Oil,20d_slope_Copper,20d_slope_Gold,20d_slope_VIX,20d_slope_RSP,20d_slope_NYMO,20d_slope_NYAD,SMA_3_SP500,SMA_3_Yield,SMA_3_DXY,SMA_3_Oil,SMA_3_Copper,SMA_3_Gold,SMA_3_VIX,SMA_3_RSP,SMA_3_NYMO,SMA_3_NYAD,5d_Slope_SP500,5d_Slope_Yield,5d_Slope_DXY,5d_Slope_Oil,5d_Slope_Copper,5d_Slope_Gold,5d_Slope_VIX,5d_Slope_RSP,5d_Slope_NYMO,5d_Slope_NYAD,Normalized_ATR,BBW,TrendScore_Euclidean,MomentumScore_Euclidean,VolatilityScore_Euclidean,MarketState_Euclidean,EuclideanDist_Euclidean,Diagnostics_Euclidean,TopState,TopDist,AltState,AltDist,DistanceDelta,IsBorderline,Year
2005-01-26,1168.41,1175.96,1168.41,1174.07,1635900000.0,4.2,4.2,4.17,4.19,0.0,83.95,83.95,83.08,83.3,0.0,49.51,49.74,47.9,48.78,115698.0,1.427,1.437,1.412,1.4355,5802.0,422.3,427.8,421.4,426.9,90235.0,13.84,13.84,13.06,13.44,0.0,37.36,37.5,37.22,37.45,244800.0,,,,,,170.47000122070312,170.47000122070312,170.47000122070312,170.47000122070312,0.0,-0.8914175734195617,0.0,-0.3588516746411474,2.586750788643544,1.844625753813412,0.850460666194186,1.9726858877086475,-1.0568031704095038,,-2.855023152960845,-0.7540215893625524,-1.1792452830188591,0.3372681281618828,6.786339754816106,2.7559055118110187,1.0653409090909172,1.8953752843063,-0.2928647497337566,,0.572272106609506,44.81278832743264,36.36363636363639,56.05095541401267,75.64224548049472,73.5408560311284,49.404761904761855,44.24778761061946,46.35761589403973,,50.94797244133557,,,,,,,,,,,1168.743333333333,4.166666666666667,83.51,49.07666666666666,1.4315,425.3666666666666,14.050000000000002,37.25,,166.90999857584634,-4.410000000000138,-0.0050000000000007,0.017999999999999,0.6079999999999937,0.0053999999999998,0.2099999999999583,0.257999999999999,-0.1790000000000003,,-2.550000000000019,-0.0037561644535676,,-1,0,1,Trend Pullback,1.4142135623730951,"5d%: -0.89%, MA20: +nan, RSI: 44.8, VIX: 13.44, ATR: -0.0038, BBW: nan, Score: [-1, 0, 1], Dist: 1.41",Trend Pullback,1.4142135623730951,Orderly Decline,1.4142135623730951,0.0,True,2005
2005-02-01,1181.27,1190.39,1180.95,1189.41,1681980000.0,4.13,4.15,4.12,4.14,157900.0,83.49,83.79,83.42,83.45,0.0,48.21,48.24,47.05,47.12,83502.0,1.435,1.437,1.403,1.416,11153.0,424.3,424.6,421.4,422.9,38337.0,12.8,13.02,12.02,12.03,0.0,37.9,38.13,37.84,38.12,277600.0,,,,,,183.1499938964844,183.1499938964844,183.1499938964844,183.1499938964844,0.0,1.7973142989190505,-1.1933174224343812,-0.6429336825812482,-5.07655116841258,-0.9097270818754444,0.189528547737483,-14.438122332859182,2.555824589722877,,10.79184356745715,-0.5493402899714006,-1.4285714285714457,0.1079654510556693,-2.6043819760231623,1.0346057795219463,-0.141676505312871,-3.528468323977552,-0.18329405603561,,2.3069989528867296,53.283551554828186,36.11111111111098,54.24063116370816,56.21761658031086,56.88405797101447,50.81967213114754,40.58441558441559,57.99999999999998,,64.32920558786577,-1.1766917293233228,-0.0073609022556392,0.0691353383458628,0.2958872180451121,0.0030507518796992,0.0227819548872058,-0.0123609022556392,-0.0299473684210523,,-0.1854287169033495,1180.68,4.136666666666667,83.51,47.5,1.4298333333333335,425.03333333333336,12.696666666666664,37.79333333333333,,177.36000061035156,2.300999999999726,-0.0170000000000005,-0.0600000000000097,-0.4480000000000035,0.0014999999999997,0.5200000000000226,-0.2680000000000014,0.1309999999999965,,2.592001342773413,0.0019345726032232,0.0294982754673593,-1,1,3,Trend Pullback,3.0,"5d%: +1.80%, MA20: -1.18, RSI: 53.3, VIX: 12.03, ATR: 0.0019, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-02-02,1189.41,1195.25,1188.92,1193.19,1561740000.0,4.14,4.16,4.13,4.14,157900.0,83.48,83.72,83.24,83.52,0.0,47.19,47.55,46.45,46.69,85112.0,1.416,1.4215,1.386,1.3935,11747.0,422.7,424.7,421.9,423.0,22300.0,12.01,12.06,11.52,11.66,0.0,38.06,38.31,38.06,38.27,283200.0,,,,,,186.3800048828125,186.3800048828125,186.3800048828125,186.3800048828125,0.0,1.6285230011839236,-1.1933174224343812,0.2641056422568955,-4.284542845428463,-2.925809822361547,-0.9135628952916308,-13.244047619047617,2.189586114819764,,9.333022554221191,0.7225884875446287,-1.1933174224343812,-0.0956937799043045,-1.8086225026288087,-1.1351543100390216,-0.0708717221828525,-11.532625189681331,1.109643328929999,,6.211539446466285,52.83486522771869,36.11111111111098,66.19718309859152,51.41342756183745,46.579804560260605,43.18181818181813,42.37288135593221,57.5144508670521,,66.16886701788425,-0.7359774436090637,-0.0081879699248122,0.0452781954887188,0.2250150375939838,0.0042255639097744,0.0740601503759242,-0.0223383458646621,-0.0105488721804515,,0.1419546944754415,1187.9566666666667,4.136666666666666,83.52333333333333,47.336666666666666,1.4148333333333334,423.3333333333333,12.17,38.07666666666667,,182.5366668701172,3.739999999999822,-0.0180000000000008,0.0469999999999846,-0.3960000000000104,-0.0031,-1.0200000000000295,-0.3240000000000014,0.1609999999999949,,3.156999206542944,0.0031344546970724,0.0304971595013541,-1,1,3,Trend Pullback,3.0,"5d%: +1.63%, MA20: -0.74, RSI: 52.8, VIX: 11.66, ATR: 0.0031, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-04-07,1184.07,1191.88,1183.81,1191.14,1900620000.0,4.42,4.49,4.39,4.47,0.0,84.76,84.91,84.32,84.87,0.0,55.78,56.84,53.77,54.11,132876.0,1.5075,1.514,1.5,1.5065,11322.0,429.3,430.5,427.3,428.4,31651.0,12.92,12.96,12.3,12.33,0.0,38.18,38.38,38.12,38.37,164800.0,,,,,,179.24000549316406,179.24000549316406,179.24000549316406,179.24000549316406,0.0,0.8936209861171163,-0.666666666666671,0.9635974304068596,-2.328519855595668,0.2662229617304446,-0.6263048016701522,-12.054208273894428,0.8940310281356778,,3.672859116162286,1.587166213231228,-3.0368763557483858,1.0357142857142954,0.5575171901133658,4.29214260989963,0.7052186177715081,-12.30440967283073,1.615466101694918,,7.865443502581293,50.62024809923973,50.0,84.51025056947599,40.38623005877415,50.48780487804878,32.907348242811466,42.38095238095238,50.0,,43.0218511774328,-1.6883233082707223,-0.0013383458646616,0.204834586466165,0.0581954887218039,-0.00025,-1.0996992481203105,0.0692631578947364,-0.0526015037593993,,-1.3853909026411282,1185.5333333333335,4.46,84.73666666666668,55.333333333333336,1.4998333333333334,428.06666666666666,13.053333333333333,38.17333333333334,,176.33333333333334,1.5429999999999255,-0.0100000000000002,0.1469999999999945,-0.0330000000000065,0.0011999999999997,-0.5500000000000147,-0.2150000000000003,0.0289999999999952,,0.8679992675781106,0.00129539768625,0.0412425294358171,-1,1,3,Trend Pullback,3.0,"5d%: +0.89%, MA20: -1.69, RSI: 50.6, VIX: 12.33, ATR: 0.0013, BBW: 0.04, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-04-12,1181.21,1190.17,1170.85,1187.76,1979830000.0,4.45,4.47,4.35,4.36,157700.0,84.23,84.81,83.95,84.42,0.0,53.8,54.05,51.75,51.86,129490.0,1.525,1.536,1.493,1.496,17759.0,430.5,432.4,428.3,429.3,37869.0,11.66,12.83,11.19,11.3,0.0,38.01,38.31,37.67,38.24,238400.0,,,,,,174.91000366210938,174.91000366210938,174.91000366210938,174.91000366210938,0.0,0.5391953546246331,-2.460850111856816,-0.2834868887313879,-7.458957887223416,0.7746716066015624,0.6329113924050667,-17.397660818713444,0.4993429697766283,,0.6444619478939373,1.922152811148492,-5.010893246187353,0.1185958254269481,-4.370274755670289,1.7341040462427904,0.7746478873239537,-22.015182884748096,2.218658112804084,,7.789486076813756,60.99767027545563,22.22222222222217,63.80208333333325,35.03230437903805,49.66442953020133,45.45454545454543,27.60180995475112,60.63348416289579,,52.55048535515671,-0.6705864661654553,-0.0046466165413534,0.165511278195488,-0.0639699248120316,0.0011436090225563,-0.7262406015037768,-0.0192781954887219,-0.0216315789473683,,-0.7658418124779794,1183.39,4.433333333333334,84.35,52.96333333333333,1.5095,429.5,11.966666666666669,38.120000000000005,,172.84666951497397,-0.3230000000001741,0.0009999999999991,-0.121000000000007,-0.7190000000000053,0.0079999999999999,0.7199999999999593,-0.3930000000000022,-0.0030000000000048,,-0.8979980468750274,-0.0002719404593522,0.0278485940404794,-1,1,3,Trend Pullback,3.0,"5d%: +0.54%, MA20: -0.67, RSI: 61.0, VIX: 11.30, ATR: -0.0003, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-04-13,1187.76,1187.76,1171.4,1173.79,2049740000.0,4.36,4.4,4.33,4.37,0.0,84.49,84.76,84.19,84.42,0.0,51.75,51.77,50.06,50.22,134518.0,1.495,1.5,1.443,1.4595,27802.0,429.3,431.5,428.8,431.0,33884.0,11.68,13.44,11.27,13.31,0.0,38.15,38.15,37.62,37.71,217600.0,,,,,,167.67999267578125,167.67999267578125,167.67999267578125,167.67999267578125,0.0,-0.8681919143293859,-1.576576576576583,-0.3070382616910838,-10.080572963294545,-3.24825986078886,0.4193849021435269,1.2167300380228063,-1.023622047244099,,-4.711035112470374,-0.6449920010834664,-4.166666666666652,0.1542294459603743,-6.982774587886653,-2.178284182305623,0.3492433061699662,-2.419354838709676,-0.6847511193047051,,-1.387909141104415,50.7315373896888,23.91304347826079,56.562499999999964,36.55430711610487,53.62318840579712,63.46153846153855,45.55160142348753,49.08424908424914,,51.54175413384667,-0.1987142857143186,-0.0069323308270676,0.1493984962405996,-0.118428571428573,0.0009304511278195,-0.5974436090225682,-0.0662481203007522,-0.0062030075187981,,-0.4964283419730971,1180.92,4.3933333333333335,84.33333333333333,51.93,1.4935,430.23333333333335,12.196666666666667,38.0,,171.17666625976562,-0.2550000000001635,-0.0180000000000002,-0.1230000000000092,-0.8380000000000073,-0.0006499999999999,0.219999999999968,-0.4049999999999996,-0.0040000000000068,,-1.0419998168945377,-0.000217244992716,0.0250044991349402,-1,1,3,Trend Pullback,3.0,"5d%: -0.87%, MA20: -0.20, RSI: 50.7, VIX: 13.31, ATR: -0.0002, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-05-04,1161.17,1176.01,1161.17,1175.65,2306480000.0,4.18,4.24,4.17,4.19,0.0,84.38,84.46,83.89,84.0,0.0,49.52,50.95,48.8,50.13,133688.0,1.441,1.455,1.409,1.429,13451.0,427.7,430.9,427.6,430.0,34461.0,14.44,15.38,13.7,13.85,0.0,37.2,37.58,37.12,37.53,356800.0,,,,,,170.55999755859375,170.55999755859375,170.55999755859375,170.55999755859375,0.0,1.6664072363755889,-1.1792452830188591,-0.1426533523537831,-2.8676613059484546,-1.98902606310013,-0.9444828380557492,-6.859448554135838,1.7348875033884603,,6.486857406771773,3.353846153846152,-0.4750593824227933,0.5747126436781658,-4.405034324942781,-5.332891685988739,-1.5342340279367983,-18.14420803782507,2.9912184412733245,,10.03870810231855,54.60954446854666,31.914893617021235,35.207100591716085,46.6711051930759,50.11709601873535,55.6410256410256,48.0593607305936,53.63984674329504,,57.35995945126698,-1.6956541353383776,-0.0153233082706767,-0.0225263157894747,-0.1209097744360921,-0.002537969924812,0.3029323308270573,0.1619924812030073,-0.0774436090225566,,-0.840909800135106,1166.3266666666666,4.19,84.33333333333333,50.18333333333334,1.4425,429.4,14.5,37.193333333333335,,165.45000203450522,2.8519999999999786,-0.008,0.0919999999999955,-0.5069999999999981,-0.0018000000000001,-1.4700000000000342,-0.2420000000000004,0.0869999999999979,,1.4320022583007674,0.0024258920597116,0.0530389973475142,-1,1,3,Trend Pullback,3.0,"5d%: +1.67%, MA20: -1.70, RSI: 54.6, VIX: 13.85, ATR: 0.0024, BBW: 0.05, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-05-06,1172.63,1177.75,1170.5,1171.35,1707200000.0,4.16,4.28,4.16,4.27,0.0,83.94,84.69,83.9,84.61,0.0,50.97,52.23,50.25,50.96,143891.0,1.433,1.45,1.426,1.441,6500.0,430.7,432.0,424.5,426.9,77334.0,13.29,14.06,13.11,14.05,0.0,37.66,37.66,37.43,37.53,450800.0,,,,,,170.07000732421875,170.07000732421875,170.07000732421875,170.07000732421875,0.0,1.2534036391926406,1.6666666666666607,0.2131943621935139,2.493966210780374,-1.5710382513661192,-2.1096078880990743,-8.229915088177664,1.9559902200488863,,6.989179756610042,1.6690969690657198,0.2347417840375509,1.3293413173652624,-7.997833543961008,-3.158602150537626,-1.9972451790633672,-8.647594278283488,2.039151712887444,,7.204997465044216,59.83104704332317,51.999999999999964,59.80707395498383,51.95493704440028,49.04306220095693,47.38154613466333,40.58514628657166,60.72234762979685,,61.74350715129141,-0.5452406015037933,-0.0134436090225565,-0.0121428571428583,-0.0846992481203013,-0.0026755639097744,0.1688721804511138,0.0844060150375937,-0.0358345864661655,,-0.1962105198910394,1173.21,4.206666666666667,84.18333333333334,50.64000000000001,1.4333333333333331,429.2,13.96,37.50666666666667,,170.3500010172526,4.504999999999918,-0.008,-0.1470000000000096,0.1429999999999966,-0.0094000000000001,-1.1300000000000696,-0.3930000000000008,0.180999999999996,,3.048997497558578,0.0038459896700387,0.0464131004300695,-1,1,3,Trend Pullback,3.0,"5d%: +1.25%, MA20: -0.55, RSI: 59.8, VIX: 14.05, ATR: 0.0038, BBW: 0.05, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-09-06,1218.02,1233.61,1218.02,1233.39,1932090000.0,4.06,4.09,4.03,4.09,0.0,86.64,86.82,86.24,86.57,0.0,66.6,67.56,65.65,65.96,112845.0,1.67,1.682,1.65,1.661,6635.0,449.4,450.3,447.0,448.6,32062.0,14.17,14.18,12.9,12.93,0.0,40.65,40.87,40.55,40.87,152400.0,,,,,,234.9900054931641,234.9900054931641,234.9900054931641,234.9900054931641,0.0,1.7413468835582702,-1.918465227817745,-1.903682719546751,-1.8452380952381109,-0.9245451834178352,1.6311735387403823,-4.363905325443785,1.540372670807444,,5.913377502463479,0.9543843566090836,-3.08056872037914,-1.781257090991617,0.7792207792207684,-1.4243323442136524,1.2641083521444774,-3.6512667660208655,1.3389536325316032,,4.19918456957018,60.00854822624318,34.09090909090901,41.63424124513604,49.64747356051702,41.62754303599375,45.86894586894592,43.710021321961634,60.46511627906968,,60.05746469450978,-1.0076466165413809,-0.0188195488721805,-0.0149473684210551,0.2485864661654125,0.0004270676691729,-0.1674436090225692,0.0497593984962403,-0.0181503759398495,,-0.2155641598809123,1224.3333333333333,4.046666666666667,86.47333333333334,67.66666666666666,1.6608333333333334,447.8666666666666,13.216666666666669,40.59,,230.6866658528646,2.4659999999998274,-0.0350000000000002,-0.5700000000000022,0.0399999999999864,-0.0005000000000001,2.5199999999999925,-0.0400000000000005,0.0869999999999989,,2.1679992675781024,0.0019993675966237,0.0299333579361244,-1,1,3,Trend Pullback,3.0,"5d%: +1.74%, MA20: -1.01, RSI: 60.0, VIX: 12.93, ATR: 0.0020, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
2005-10-25,1199.38,1201.3,1189.29,1196.54,2312470000.0,4.45,4.51,4.43,4.51,0.0,90.11,90.35,89.14,89.24,0.0,60.23,62.55,59.98,62.44,101666.0,1.7845,1.825,1.77,1.8245,8155.0,467.2,475.8,466.3,474.7,56507.0,14.96,15.3,14.2,14.53,0.0,39.4,39.5,39.06,39.28,727200.0,,,,,,200.94000244140625,200.94000244140625,200.94000244140625,200.94000244140625,0.0,1.5617838287469876,0.6696428571428381,-1.1629194816701882,-1.2025316455696269,-0.0547795124623329,0.0210703750526786,-5.218525766470972,1.7616580310880758,,4.22740258265244,0.9849181766776072,2.9680365296803624,-0.8113815716349948,-1.715724854399503,-0.5722070844686677,-1.062942892872032,-7.037747920665394,1.184956208140142,,-1.3500908081097718,50.06602693899106,68.57142857142853,44.21874999999998,48.71794871794871,56.57439446366783,55.15267175572516,49.91055456171735,47.0066518847007,,41.09890955041031,-2.31118045112784,,0.030090225563907,-0.2469624060150382,0.0034375939849623,-0.1445864661654264,0.176894736842105,-0.0993383458646626,,-1.6593682884273735,1191.8366666666668,4.449999999999999,89.88666666666666,61.13,1.8006666666666664,470.26666666666665,15.133333333333336,39.17,,199.8566691080729,2.630999999999936,-0.0130000000000007,-0.0040000000000056,-0.7540000000000032,-0.0095000000000002,-1.1900000000000428,0.1449999999999993,0.1299999999999978,,1.8970016479491976,0.0021988399886338,0.0582783810117016,-1,1,3,Trend Pullback,3.0,"5d%: +1.56%, MA20: -2.31, RSI: 50.1, VIX: 14.53, ATR: 0.0022, BBW: 0.06, Score: [-1, 1, 3], Dist: 3.00",Trend Pullback,3.0,Orderly Decline,3.0,0.0,True,2005
